Source,Target,Weight,Book,vader
akurvati,salyakartan,1,3,0.7096
akurvati,silavaha,1,3,0.7096
agneya,salyakartan,1,3,0.5574
agneya,silavaha,1,3,0.5574
salyakartan,silavaha,1,3,0.5574
salyakartan,chaitraratha,1,3,0.5574
silavaha,chaitraratha,1,3,0.6124
chaitraratha,ganga,1,3,0.1027
chaitraratha,bharunda,1,3,0.1027
chaitraratha,kalinda,1,3,0.1027
ganga,bharunda,1,3,0.6369
ganga,kalinda,1,3,0.6369
bharunda,kalinda,1,3,0.6369
ansudhana,pragvat,1,3,0.7717
pragvat,kutikoshtika,1,3,0.7964
pragvat,dharmavardhan,1,3,0.7964
kutikoshtika,dharmavardhan,1,3,0.0
kutikoshtika,toran,1,3,0.0
kutikoshtika,jambuprastha,1,3,0.0
dharmavardhan,toran,1,3,0.6808
dharmavardhan,jambuprastha,1,3,0.6808
dharmavardhan,varutha,1,3,0.6808
toran,jambuprastha,1,3,0.6808
toran,varutha,1,3,0.6808
jambuprastha,varutha,1,3,0.6808
varutha,ujjihana,1,3,0.4939
uttanika,kutika,1,3,0.3182
kutika,lohitya,1,3,0.4767
kutika,ekasala,1,3,0.4767
kutika,sthanumati,1,3,0.4767
kutika,gomati,1,3,0.4767
lohitya,ekasala,1,3,0.4767
lohitya,sthanumati,1,3,0.4767
lohitya,gomati,1,3,0.4767
lohitya,vinata,1,3,0.4767
ekasala,sthanumati,1,3,0.7269
ekasala,gomati,1,3,0.7269
ekasala,vinata,1,3,0.7269
ekasala,kalinga,1,3,0.7269
sthanumati,gomati,1,3,0.8442
sthanumati,vinata,1,3,0.8442
sthanumati,kalinga,1,3,0.8442
gomati,vinata,1,3,0.8442
gomati,kalinga,1,3,0.8442
vinata,kalinga,1,3,0.7783
kalinga,bharat,1,3,0.7717
ayodhya,manu,3,3,0.4939
kausalya,sita,2,3,0.8802
dasaratha,satrughna,1,3,0.5719
sita,kausalya,1,3,-0.3818
sumitra,kaikeyi,4,3,-0.6514
yayati,satrughna,1,3,-0.8779
ayodhya,ikshvaku,1,3,-0.6808
vasishtha,bharat,8,3,-0.1418875
sumantra,satrughna,3,3,0.06986666666666667
rama,satrughna,1,3,-0.2023
kaikeyi,satrughna,5,3,0.5859
satrughna,kaikeyi,2,3,0.022799999999999987
dilipa,dasaratha,1,3,0.0
dilipa,rama,1,3,0.0
raghu,sumitra,1,3,0.9485
kaikeyi,sumitra,1,3,0.9485
ganga,rama,4,3,0.8519
guha,ganga,1,3,0.2263
nishadas,bharat,4,3,0.743
lakshman,sumantra,1,3,0.3182
bharadvaja,ganga,1,3,0.7184
bharadvaja,guha,1,3,0.7184
ganga,guha,1,3,0.4404
guha,bharat,5,3,0.32664
guha,lakshman,1,3,0.2732
bharat,lakshman,6,3,0.5106
sita,guha,2,3,0.5574
satrughna,ayodhya,1,3,0.296
raghu,ganga,1,3,0.5267
raghu,satrughna,1,3,0.5267
ganga,satrughna,2,3,0.5267
sringavera,satrughna,1,3,0.4939
bharat,guha,2,3,0.5106
vasishtha,bharadvaja,6,3,0.012866666666666667
bharat,bharadvaja,7,3,0.3973714285714286
visvakarma,indra,2,3,0.2732
haha,alambusha,1,3,0.9493
alambusha,ghritachi,1,3,0.9413
alambusha,visvachi,1,3,0.9413
alambusha,hema,1,3,0.9413
alambusha,bhima,1,3,0.9413
alambusha,nagadanta,1,3,0.9413
ghritachi,visvachi,1,3,0.8442
ghritachi,hema,1,3,0.8442
ghritachi,bhima,1,3,0.8442
ghritachi,nagadanta,1,3,0.8442
ghritachi,indra,1,3,0.8442
visvachi,hema,1,3,0.9062
visvachi,bhima,1,3,0.9062
visvachi,nagadanta,1,3,0.9062
visvachi,indra,1,3,0.9062
visvachi,brahma,1,3,0.9062
hema,bhima,1,3,0.875
hema,nagadanta,1,3,0.875
hema,indra,1,3,0.875
hema,brahma,1,3,0.875
bhima,nagadanta,1,3,0.875
bhima,indra,1,3,0.875
bhima,brahma,1,3,0.875
nagadanta,indra,1,3,0.4939
nagadanta,brahma,1,3,0.4939
nagadanta,tumburu,1,3,0.4939
brahma,tumburu,1,3,0.4588
brahma,kuvera,1,3,0.4588
tumburu,kuvera,1,3,-0.4588
malaya,dardar,1,3,0.25
vasishtha,raghu,1,3,0.8934
nandan,gopa,2,3,0.926
nandan,gandharva,2,3,0.926
gopa,gandharva,1,3,0.7506
gopa,bharat,1,3,0.7506
gandharva,bharat,1,3,0.5719
gandharva,misrakesi,1,3,0.5719
aditi,vishnu,1,3,-0.5106
aditi,kausalya,1,3,-0.5106
aditi,rama,1,3,-0.5106
vishnu,kausalya,1,3,0.1132
vishnu,rama,1,3,0.1132
chitrakuta,mandakini,3,3,0.4361
dhrishti,bharat,1,3,-0.4939
raghu,videhan,1,3,0.9169
videhan,swarga,1,3,0.9308
videhan,sachi,1,3,0.9308
swarga,sachi,1,3,0.9493
swarga,chitrakuta,1,3,0.9493
sachi,chitrakuta,1,3,0.93
ayodhya,videha,2,3,0.8779
videha,mandakini,1,3,0.9612
sarju,lakshman,1,3,0.9371
raghu,chitrakuta,1,3,0.5719
rama,janak,19,3,0.6907999999999999
sita,videhan,7,3,0.6513999999999999
siva,uma,1,3,0.875
nandan,rama,1,3,0.7964
bharat,vasishtha,6,3,0.5574
satrughna,vasishtha,5,3,0.5840799999999999
vasishtha,sumantra,1,3,0.6908
sumantra,bharat,2,3,-0.25
raghu,bharat,4,3,0.907
sita,dasaratha,1,3,-0.3818
brahma,lakshman,1,3,0.7717
brahma,bharat,1,3,0.7717
vrihaspati,sukra,1,3,0.9413
ayodhya,dasaratha,1,3,0.4404
dandak,dasaratha,1,3,0.8689
ayodhya,raghu,1,3,0.8176
indra,daitya,1,3,-0.6808
indra,bharat,1,3,0.6124
mahendra,raghu,1,3,0.8381
vasishtha,indra,1,3,0.5859
ayodhya,satrughna,2,3,0.6908
satrughna,dandak,1,3,0.5043
javali,rama,3,3,0.9686
vasishtha,javali,1,3,-0.1154
rama,javali,1,3,-0.1154
marichi,kasyap,3,3,0.44040000000000007
marichi,vivasvat,2,3,0.4404
kasyap,vivasvat,1,3,0.4404
kasyap,ikshvaku,1,3,0.4404
vivasvat,ikshvaku,1,3,0.8481
vivasvat,ayodhya,1,3,0.8481
ikshvaku,kukshi,2,3,0.9413
ayodhya,kukshi,2,3,0.8591
kukshi,vikukshi,2,3,0.872
dhruvasandhi,bharat,3,3,0.7096
bharat,talajanghas,1,3,0.7096
talajanghas,sasivindhus,1,3,-0.6124
bhrigu,himalaya,1,3,0.6369
asamanj,sagar,2,3,-0.9528
ansuman,dilipa,2,3,0.0
ansuman,bhagirath,2,3,0.0
dilipa,bhagirath,1,3,0.0
bhagirath,raghu,1,3,0.0
raghu,purushadak,2,3,0.6369
raghu,kalmashapada,2,3,0.6369
raghu,sankhan,2,3,0.6369
purushadak,kalmashapada,1,3,-0.296
purushadak,sankhan,1,3,-0.296
kalmashapada,sankhan,1,3,-0.5719
sankhan,sudarsan,1,3,-0.0644
sudarsan,maru,2,3,0.8316
maru,ambarisha,4,3,0.7845
maru,nahush,2,3,0.7845
ambarisha,nahush,3,3,0.88
nabhag,aja,2,3,0.7964
nabhag,dasaratha,1,3,0.7964
aja,dasaratha,2,3,0.7964
dasaratha,bharat,1,3,0.4767
dasaratha,sumantra,1,3,0.4767
satrughna,ikshvaku,1,3,0.8628
satrughna,sita,1,3,0.8628
satrughna,vamadeva,1,3,0.0
chitrakuta,bharat,1,3,0.0258
chitrakuta,bharadvaja,1,3,0.0258
raghu,vasishtha,1,3,-0.0258
ganga,sringavera,1,3,0.0
sringavera,ayodhya,1,3,-0.7096
lakshman,atri,2,3,0.8176
sita,anasuya,3,3,0.7351
rohini,sita,1,3,0.9186
anasuya,sita,3,3,0.7845
lakshmi,vishnu,1,3,0.9081
lakshmi,sita,1,3,0.9081
vishnu,sita,1,3,0.8555
varun,daksha,1,3,0.8442
visvamitra,lakshman,1,3,0.6705
brahma,raghu,1,4,0.8588
sita,lakshman,18,4,0.7543166666666667
lakshman,rama,9,4,0.1727888888888889
janak,rama,5,4,0.017239999999999988
rama,viradha,1,4,-0.0258
rama,sita,12,4,0.5384
viradha,sita,3,4,-0.0258
kaikeyi,bharat,1,4,0.5267
dandak,viradha,1,4,0.8316
dandak,raghu,1,4,0.8316
raghu,satahrada,1,4,0.2732
satahrada,viradha,1,4,0.0
indra,viradha,1,4,-0.5994
rama,lakshman,37,4,0.27873513513513504
viradha,rama,2,4,-0.5719
sarabhanga,rama,9,4,0.09013333333333332
indra,lakshman,5,4,0.16084
videhan,sarabhanga,1,4,0.7042
raghu,rama,8,4,0.11917500000000002
raghu,brahma,2,4,0.8555
chitrakuta,mandakini,1,4,-0.7269
chitrakuta,pampa,1,4,-0.7269
mandakini,pampa,1,4,-0.5423
lakshman,sutikshna,1,4,0.0
raghu,sita,6,4,0.2593666666666667
raghu,sutikshna,2,4,-0.1027
sita,sutikshna,3,4,0.44040000000000007
sutikshna,meru,1,4,0.6369
meru,ikshvaku,1,4,-0.25
meru,sita,1,4,-0.25
ikshvaku,sita,1,4,0.128
rama,sumitra,1,4,0.6369
suchi,sachi,1,4,0.8591
sita,janak,5,4,-0.17006
vatapi,ilval,1,4,-0.4588
yama,agastya,1,4,-0.9201
rama,agastya,9,4,0.38180000000000003
brahma,vishnu,1,4,0.5574
godavari,sita,3,4,0.3167
agastya,sita,1,4,0.1779
raghu,panchavati,3,4,0.0516
rama,raghu,17,4,0.9194999999999999
kardam,vikrit,1,4,0.8316
kardam,sansray,1,4,0.8316
kardam,bahuputra,1,4,0.8316
kardam,sthanu,1,4,0.8316
kardam,marichi,1,4,0.8316
vikrit,sansray,1,4,0.5574
vikrit,bahuputra,1,4,0.5574
vikrit,sthanu,1,4,0.5574
vikrit,marichi,1,4,0.5574
vikrit,kratu,1,4,0.5574
sansray,bahuputra,1,4,0.5574
sansray,sthanu,1,4,0.5574
sansray,marichi,1,4,0.5574
sansray,kratu,1,4,0.5574
sansray,pulastya,1,4,0.5574
bahuputra,sthanu,1,4,0.5574
bahuputra,marichi,1,4,0.5574
bahuputra,kratu,1,4,0.5574
bahuputra,pulastya,1,4,0.5574
sthanu,marichi,1,4,0.0
sthanu,kratu,1,4,0.0
sthanu,pulastya,1,4,0.0
sthanu,pulah,1,4,0.0
marichi,kratu,1,4,0.0
marichi,pulastya,1,4,0.0
marichi,pulah,1,4,0.0
marichi,vivasvat,1,4,0.0
kratu,pulastya,1,4,0.4939
kratu,pulah,1,4,0.4939
kratu,vivasvat,1,4,0.4939
kratu,arishtanemi,1,4,0.4939
pulastya,pulah,1,4,0.4939
pulastya,vivasvat,1,4,0.4939
pulastya,arishtanemi,1,4,0.4939
pulah,vivasvat,1,4,0.8625
pulah,arishtanemi,1,4,0.8625
pulah,kasyap,1,4,0.8625
vivasvat,arishtanemi,1,4,0.8625
vivasvat,kasyap,1,4,0.8625
arishtanemi,kasyap,1,4,0.7506
krodhavasa,kasyap,1,4,0.7717
danu,aditi,2,4,-0.2263
aditi,vasus,1,4,0.6124
aditi,adityas,1,4,0.6124
aditi,diti,1,4,0.6124
vasus,adityas,1,4,0.872
vasus,diti,1,4,0.872
adityas,diti,1,4,0.872
asvagriva,narak,1,4,0.7506
asvagriva,kalak,1,4,0.7506
narak,kalak,1,4,0.8519
syeni,suki,2,4,-0.2263
syeni,dhritarashtri,2,4,-0.2263
syeni,kraunchi,3,4,-0.2569333333333333
syeni,bhasi,3,4,-0.2569333333333333
suki,dhritarashtri,3,4,-0.3182
suki,kraunchi,3,4,-0.3182
suki,bhasi,3,4,-0.3182
dhritarashtri,kraunchi,2,4,-0.3182
dhritarashtri,bhasi,2,4,-0.3182
kraunchi,bhasi,1,4,-0.3182
nala,vinata,1,4,0.4215
nala,mrigi,1,4,0.4215
nala,mrigamanda,1,4,0.4215
nala,hari,1,4,0.4215
vinata,mrigi,2,4,0.6249
vinata,mrigamanda,2,4,0.6249
vinata,hari,2,4,0.6249
mrigi,mrigamanda,1,4,0.7579
mrigi,hari,1,4,0.7579
mrigi,matangi,1,4,0.7579
mrigi,surasa,1,4,0.7579
mrigamanda,hari,2,4,0.7579
mrigamanda,matangi,2,4,0.7579
mrigamanda,surasa,2,4,0.7579
hari,matangi,2,4,0.8779
hari,surasa,2,4,0.8779
matangi,surasa,1,4,0.8316
gandharvi,surasa,1,4,-0.4588
gandharvi,kadru,1,4,-0.4588
sudras,vaisyas,3,4,0.10606666666666666
vaisyas,anala,1,4,0.3182
anala,suki,1,4,0.5859
anala,surasa,1,4,0.5859
anala,kadru,1,4,0.5859
arun,garud,3,4,0.2023
arun,vinata,2,4,0.2023
arun,sampati,2,4,0.2023
garud,vinata,1,4,0.2023
garud,sampati,1,4,0.2023
lakshman,sita,6,4,0.30619999999999997
panchavati,rama,2,4,0.5267
panchavati,lakshman,6,4,0.5048333333333334
agastya,godavari,1,4,0.8687
yama,himalaya,1,4,-0.296
satrughna,raghu,1,4,0.0772
rudra,himalaya,1,4,0.743
ten-necked,rama,1,4,0.8934
surpanakha,dasaratha,4,4,0.15255000000000002
dasaratha,rama,3,4,0.5459
ravan,kumbhakarna,1,4,0.3612
ravan,vibhishan,1,4,0.3612
kumbhakarna,vibhishan,1,4,0.8555
kumbhakarna,dushan,1,4,0.8555
vibhishan,dushan,1,4,0.9062
meru,rama,1,4,0.5859
janasthan,khara,10,4,-0.62983
surpanakha,rama,7,4,-0.4888857142857143
surpanakha,sita,2,4,0.3818
pulastya,rama,1,4,-0.8979
dushan,meru,2,4,0.6908
siva,daksha,1,4,0.5106
khara,rama,15,4,-0.5742333333333334
garud,khara,1,4,-0.6908
dushan,rama,10,4,0.36427
raghu,indra,4,4,0.1901
raghu,dushan,4,4,0.1901
indra,rama,8,4,0.2948875
indra,dushan,3,4,0.0
mahakapala,sthulaksha,2,4,-0.6705
mahakapala,pramathi,2,4,-0.6705
mahakapala,rama,2,4,-0.6705
sthulaksha,pramathi,2,4,0.0772
sthulaksha,rama,2,4,0.0772
pramathi,rama,2,4,0.6486
yama,khara,2,4,0.036599999999999994
yama,dushan,1,4,-0.1531
khara,dushan,2,4,-0.5719
lakshman,khara,1,4,-0.7964
janasthan,trisiras,1,4,-0.6705
trisiras,khara,3,4,-0.5733
trisiras,dushan,4,4,-0.194
trisiras,rama,1,4,-0.8689
vishnu,agastya,1,4,0.6597
khara,dasaratha,2,4,-0.2732
dandak,janasthan,2,4,0.802
rudra,svetaranya,1,4,-0.296
rudra,namuchi,1,4,-0.296
svetaranya,namuchi,1,4,-0.296
agastya,rama,1,4,-0.5719
dasaratha,dandak,1,4,0.6249
ravan,janasthan,3,4,-0.5994
ravan,khara,3,4,-0.5994
akampan,ravan,6,4,-0.743
rama,janasthan,10,4,0.07720000000000002
rama,dushan,16,4,-0.18526874999999998
dushan,khara,5,4,0.012499999999999989
dushan,ravan,1,4,-0.6124
dushan,akampan,1,4,-0.6124
indra,akampan,1,4,0.5106
lanka,rama,4,4,0.08104999999999998
lanka,sita,2,4,0.0
surpanakha,trisiras,2,4,-0.8779
surpanakha,dushan,2,4,-0.8779
rama,trisiras,1,4,-0.9493
ravan,indra,2,4,0.3612
bhogavati,vasuki,1,4,0.128
bhogavati,takshaka,1,4,0.128
bhogavati,kailasa,1,4,0.128
vasuki,takshaka,1,4,-0.5574
vasuki,kailasa,1,4,-0.5574
vasuki,kuvera,1,4,-0.5574
takshaka,kailasa,1,4,-0.2023
takshaka,kuvera,1,4,-0.2023
takshaka,pushpak,1,4,-0.2023
kailasa,kuvera,1,4,-0.6249
kailasa,pushpak,1,4,-0.6249
kuvera,pushpak,1,4,-0.8658
pushpak,chaitraratha,1,4,-0.8126
rama,khara,8,4,-0.613125
khara,janasthan,5,4,-0.58214
janasthan,dandak,1,4,-0.1027
dandak,trisiras,2,4,-0.1027
dandak,dushan,2,4,-0.1027
dasaratha,kandarpa,1,4,0.8316
janasthan,rama,6,4,-0.16771666666666665
janasthan,dushan,3,4,-0.2954666666666667
nagas,brahma,1,4,0.836
nagas,marichipas,1,4,0.836
brahma,marichipas,2,4,0.8934
brahma,vaikhanasas,2,4,0.8934
brahma,mashas,2,4,0.8934
marichipas,vaikhanasas,2,4,0.8934
marichipas,mashas,2,4,0.8934
vaikhanasas,mashas,1,4,0.7964
indra,ravan,1,4,-0.25
indra,garud,1,4,-0.25
ravan,garud,4,4,-0.25
lanka,maricha,1,4,0.3939
lanka,ravan,1,4,0.3939
trisiras,dandak,1,4,0.0
lakshman,rahu,1,4,0.3408
varun,indra,1,4,0.7717
varun,rama,1,4,0.7717
rama,janak,5,4,-0.128
janak,sita,3,4,-0.13896666666666666
dandak,dasaratha,2,4,0.1531
rama,maricha,18,4,-0.2333333333333332
visvamitra,dandak,2,4,0.9299
namuchi,bali,1,4,0.6059
namuchi,rama,1,4,0.6059
bali,rama,2,4,-0.06855
khara,surpanakha,1,4,-0.802
janasthan,surpanakha,1,4,-0.8779
dandak,rama,3,4,0.46883333333333327
dandak,lanka,1,4,0.7741
ravan,maricha,1,4,0.5423
sita,rama,4,4,0.2553
janak,lakshman,1,4,0.7269
nandan,chaitraratha,1,4,0.7345
vatapi,agastya,1,4,0.4767
vatapi,maricha,1,4,0.4767
brahma,indra,1,4,0.7845
indra,maricha,1,4,0.7906
sita,ravan,2,4,-0.5574
lakshman,maricha,4,4,0.8625
sita,raghu,1,4,-0.7906
rama,indra,10,4,-0.10295000000000001
rama,ravan,3,4,-0.42083333333333334
janasthan,godavari,1,4,-0.7184
videha,rama,1,4,0.928
lanka,indra,5,4,0.8093600000000001
rama,dasaratha,6,4,-0.5789500000000001
janasthan,ravan,2,4,0.5654
jatayus,sita,1,4,0.3818
jatayus,dasaratha,1,4,0.3818
surpanakha,khara,1,4,-0.5994
vritra,indra,1,4,0.3182
raghu,dasaratha,1,4,0.4404
pampa,lanka,1,4,0.6249
varun,ravan,1,4,-0.5106
ten-necked,ravan,1,4,-0.7783
maya,ravan,1,4,0.2023
ikshvaku,lakshman,1,4,0.0
sita,lanka,3,4,0.128
rama,lanka,3,4,-0.7783000000000001
brahma,lanka,1,4,-0.5859
sachi,asoka,3,4,0.45879999999999993
sachi,sita,3,4,0.45879999999999993
asoka,sita,1,4,0.4588
sita,maricha,2,4,0.0
kaikeyi,sita,2,4,-0.3568
sita,kausalya,4,4,-0.9413
janasthan,lakshman,1,4,-0.1779
ayodhya,bharat,1,4,-0.4153
raghu,godavari,4,4,0.4404
prasravan,mandakini,1,4,0.7717
gandharvas,kinnars,3,4,0.8262666666666666
sita,kosal,1,4,-0.2263
yayati,nahush,1,4,-0.705
yayati,indra,1,4,-0.705
nahush,indra,1,4,-0.705
dasaratha,ravan,1,4,0.7734
ravan,lakshman,3,4,0.22729999999999997
kabandha,rama,1,4,-0.8834
dasaratha,sumitra,1,4,0.9001
danu,indra,3,4,-0.6908
sakra,indra,1,4,0.7783
lakshman,janasthan,1,4,0.34
kabandha,lakshman,2,4,0.5106
indra,rishyamuka,1,4,0.9201
rishyamuka,pampa,2,4,0.9632
bali,raghu,1,4,-0.4588
bali,rishyamuka,1,4,-0.4588
raghu,rishyamuka,2,4,-0.0258
ravan,meru,1,4,0.1779
rishyamuka,brahma,1,4,0.7506
rama,sugriva,1,4,0.9423
pampa,kabandha,3,4,0.5267
savari,rama,1,4,0.8934
savari,lakshman,1,4,0.8934
pampa,rishyamuka,6,4,0.5719
rishyamuka,bali,2,4,-0.0772
rishyamuka,sugriva,2,4,-0.0772
bali,sugriva,1,4,0.8779
pampa,rama,9,5,0.6124
sumitra,pampa,4,5,0.8516
ayodhya,indra,1,5,0.7579
kausalya,sita,1,5,0.7319
kausalya,bharat,1,5,0.7319
bharat,sita,1,5,0.7506
ravan,raghu,2,5,-0.8015
sugriva,raghu,25,5,0.5862
malaya,bali,1,5,0.6083
wind-god,raghu,1,5,0.4404
wind-god,lakshman,1,5,0.4404
sugriva,rishyamuka,4,5,-0.1027
sugriva,wind-god,4,5,-0.1027
rishyamuka,wind-god,2,5,-0.1027
meru,vindhya,3,5,0.30519999999999997
raghu,lakshman,7,5,0.15405714285714286
lakshman,sugriva,12,5,0.36461666666666664
yajush,saman,1,5,0.6124
rama,lakshman,25,5,0.06092400000000002
rama,sugriva,23,5,0.3393130434782608
pampa,lakshman,1,5,0.2263
pampa,raghu,1,5,0.2263
lakshman,raghu,2,5,0.872
lakshman,dasaratha,4,5,0.7422
raghu,dasaratha,5,5,0.8979000000000001
diti,sugriva,2,5,-0.5574
sumitra,hanuman,1,5,-0.4767
bali,sugriva,8,5,-0.5448125
rishyamuka,malaya,1,5,0.0
rishyamuka,lakshman,1,5,0.0
malaya,lakshman,1,5,0.0
malaya,rama,1,5,0.0
lakshman,rama,4,5,0.3062
rama,dasaratha,11,5,0.8111090909090909
dasaratha,ikshvaku,1,5,0.743
ikshvaku,fire-god,1,5,0.6124
raghu,hanuman,11,5,0.8050636363636364
rama,hanuman,11,5,0.2888636363636364
hanuman,lakshman,1,5,-0.3612
lakshman,janak,2,5,-0.4939
lakshman,indra,3,5,0.6839666666666666
rishyamuka,bali,3,5,-0.8968000000000002
skanda,indra,1,5,0.5423
indra,bali,7,5,0.3535
sugriva,lakshman,34,5,0.3979294117647059
sugriva,rama,16,5,0.5317624999999999
lakshman,bali,5,5,-0.21332
mercury,rama,1,5,-0.5423
rama,kishkindha,3,5,0.8591000000000001
rama,bali,8,5,0.737425
kishkindha,bali,2,5,0.8591
sugriva,nala,5,5,0.0
sugriva,nila,5,5,0.0
sugriva,hanuman,5,5,0.0
lakshman,nala,1,5,0.0
lakshman,nila,1,5,0.0
lakshman,hanuman,1,5,0.0
nala,nila,1,5,0.0
nala,hanuman,1,5,0.0
nila,hanuman,1,5,0.0
sugriva,angad,6,5,0.49135
raghu,indra,4,5,-0.383675
rama,brahma,4,5,0.368575
brahma,lakshman,1,5,0.1531
brahma,mahendra,1,5,0.1531
lakshman,mahendra,2,5,0.1531
tara,sugriva,3,5,-0.3683
raghu,rama,1,5,0.4588
angad,sugriva,2,5,0.5719
tara,rama,4,5,-0.2732
tara,bali,10,5,-0.326
bali,angad,6,5,-0.3182
tara,angad,3,5,-0.8274
bali,tara,2,5,0.4767
yama,bali,1,5,0.8126
sugriva,tara,6,5,-0.8807
sugriva,bali,8,5,-0.598025
raghu,brahma,3,5,0.4939
brahma,hanuman,1,5,0.4404
hanuman,rama,1,5,0.4404
sugriva,prasravan,2,5,0.0
raghu,prasravan,4,5,-0.4939
ayodhya,sugriva,1,5,0.7951
ruma,tara,2,5,0.91995
ruma,indra,1,5,0.9246
tara,indra,2,5,0.7921499999999999
raghu,sita,1,5,-0.1655
sugriva,janak,3,5,0.8176
raghu,thousand-eyed,2,5,-0.8316
indra,thousand-eyed,2,5,-0.7184
indra,lakshman,2,5,-0.7184
thousand-eyed,lakshman,1,5,-0.872
mandar,lakshman,1,5,-0.128
angad,lakshman,6,5,0.0258
prabhava,raghu,1,5,0.8176
bali,indra,1,5,0.8796
bali,rama,2,5,0.32665
indra,rama,2,5,0.746
indra,kailasa,1,5,0.8074
kailasa,mahendra,1,5,0.4404
tara,lakshman,2,5,0.4588
ruma,sugriva,2,5,0.5423
bali,yama,1,5,-0.3818
ruma,visvamitra,2,5,0.2927
lanka,sugriva,1,5,-0.6705
lakshman,tara,2,5,0.8519
ravan,sita,6,5,0.12863333333333332
mahendra,mandar,1,5,0.7717
mahasaila,dhumra,1,5,0.4767
mahasaila,meru,1,5,0.4767
dhumra,meru,1,5,0.4767
dhumra,maharun,1,5,0.4767
meru,maharun,1,5,0.7783
vishnu,rama,1,5,0.1027
rama,anjan,3,5,-0.118
kailasa,himalaya,1,5,0.296
kishkindha,sugriva,2,5,0.80255
raghu,kishkindha,3,5,0.47669999999999996
lakshman,kishkindha,3,5,0.8074
sumitra,lakshman,1,5,0.3182
mahendra,meru,1,5,-0.34
mahendra,vindhya,1,5,-0.34
sachi,puloma,1,5,-0.0516
sachi,indra,1,5,-0.0516
puloma,indra,1,5,-0.0516
puloma,paulomi,1,5,-0.0516
satabali,tara,1,5,0.3612
satabali,ruma,1,5,0.3612
tara,ruma,1,5,0.3612
gavaya,darimukha,1,5,0.8176
gavaya,dwivid,1,5,0.8176
darimukha,dwivid,1,5,0.7579
darimukha,asvin,1,5,0.7579
dwivid,asvin,1,5,0.8934
sita,lakshman,2,5,0.3818
mandar,yavadwipa,1,5,0.5574
vishnu,meru,1,5,0.0
nila,jambavan,1,5,0.8271
jambavan,angad,1,5,0.8779
angad,vindhya,1,5,-0.3818
sushen,sugriva,3,5,0.42460000000000003
asta,ravan,2,5,0.0
janak,soma,1,5,0.0258
janak,kala,1,5,0.0258
soma,kala,1,5,-0.0258
kala,sudarsan,1,5,0.2732
wind-god,angad,1,5,0.6249
wind-god,tara,1,5,0.6249
wind-god,vinata,1,5,0.6249
angad,tara,2,5,0.4088
angad,vinata,1,5,0.8176
angad,sushen,1,5,0.8176
tara,vinata,1,5,0.886
tara,sushen,1,5,0.886
vinata,sushen,1,5,0.7579
ravan,rama,1,5,-0.9081
sugriva,mayavi,1,5,0.25
sugriva,malaya,1,5,0.25
bali,mayavi,5,5,-0.61052
bali,malaya,5,5,-0.61052
mayavi,malaya,1,5,-0.765
meru,bali,1,5,-0.631
meru,hanuman,1,5,-0.631
sita,sugriva,1,5,0.6249
prasravan,sugriva,1,5,0.4215
prasravan,vinata,1,5,0.4215
vinata,satabali,1,5,-0.25
satabali,sugriva,1,5,0.0
satabali,sushen,1,5,0.0
sushen,rama,1,5,0.0
hanuman,vindhya,1,5,-0.296
rama,gandhamadan,2,5,-0.0258
angad,hanuman,2,5,-0.31245
tara,hanuman,1,5,0.0
maya,danav,1,5,0.1779
indra,brahma,1,5,0.875
dandak,ravan,1,5,0.5267
ravan,sugriva,1,5,0.6808
vindhya,prasravan,1,5,0.5423
bali,raghu,1,5,0.0
rama,sita,2,5,-0.5719
raghu,ruma,1,5,0.9413
hanuman,sita,1,5,-0.4215
sita,raghu,1,5,-0.4215
lakshman,jatayus,1,5,0.0
jatayus,bali,3,5,0.6249
jatayus,rama,3,5,0.6249
bali,dasaratha,1,5,0.9432
sugriva,dasaratha,4,5,0.9432
dasaratha,sita,3,5,0.6861
sita,rama,1,5,0.7845
rama,ravan,7,5,0.8074000000000001
vindhya,sampati,1,5,-0.6249
sampati,angad,2,5,0.0
rama,vishnu,2,5,0.2023
rama,asurs,3,5,-0.04589999999999999
vishnu,asurs,1,5,0.2023
lakshman,sampati,1,5,0.7579
sampati,bali,1,5,0.0
ikshvaku,rama,2,5,0.8271
ikshvaku,lakshman,2,5,0.8271
indra,angad,1,5,0.0
angad,jambavan,2,5,0.4404
lanka,jambavan,2,5,0.1806
rama,arishtanemi,1,5,0.7783
brahma,wind-god,1,5,-0.3818
wind-god,mahendra,1,5,0.7506
rama,ravan,9,6,-0.13517777777777776
gandharvas,raghu,1,6,0.8591
raghu,rama,3,6,0.3058666666666667
hanuman,wind-god,3,6,-0.255
brahma,hanuman,3,6,0.3182
brahma,rama,3,6,0.3182
dandak,ravan,2,6,0.3695
dandak,sita,1,6,0.5859
dandak,rama,2,6,0.5859
sita,rama,7,6,0.321
dasaratha,sita,2,6,-0.1591
daksha,brahma,1,6,0.7177
garud,gandharva,1,6,0.5994
gandharva,indra,1,6,0.7717
lamba,lanka,1,6,0.743
indra,airavat,1,6,0.4767
indra,raghu,1,6,0.5106
ravan,rama,2,6,-0.4871
angad,jambavan,1,6,0.6639
lakshman,bharat,1,6,-0.8316
lakshman,satrughna,1,6,-0.8316
bharat,satrughna,1,6,-0.9819
ruma,angad,1,6,-0.9287
sita,lakshman,1,6,0.4019
rama,lakshman,3,6,0.5719
ganga,bali,1,6,0.0
ganga,viradha,1,6,0.0
